Team,Median of age,Mean of age,Std of age,Median of matches_played,Mean of matches_played,Std of matches_played,Median of starts,Mean of starts,Std of starts,Median of minutes,Mean of minutes,Std of minutes,Median of non_penalty_goals,Mean of non_penalty_goals,Std of non_penalty_goals,Median of penalty_goals,Mean of penalty_goals,Std of penalty_goals,Median of assists,Mean of assists,Std of assists,Median of yellow_cards,Mean of yellow_cards,Std of yellow_cards,Median of red_cards,Mean of red_cards,Std of red_cards,Median of xG,Mean of xG,Std of xG,Median of npxG,Mean of npxG,Std of npxG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of per90_Gls,Mean of per90_Gls,Std of per90_Gls,Median of per90_Ast,Mean of per90_Ast,Std of per90_Ast,Median of per90_G+A,Mean of per90_G+A,Std of per90_G+A,Median of per90_G-PK,Mean of per90_G-PK,Std of per90_G-PK,Median of per90_G+A-PK,Mean of per90_G+A-PK,Std of per90_G+A-PK,Median of per90_xG,Mean of per90_xG,Std of per90_xG,Median of per90_xAG,Mean of per90_xAG,Std of per90_xAG,Median of per90_xG+xAG,Mean of per90_xG+xAG,Std of per90_xG+xAG,Median of per90_npxG,Mean of per90_npxG,Std of per90_npxG,Median of per90_npxG+xAG,Mean of per90_npxG+xAG,Std of per90_npxG+xAG,Median of Gls,Mean of Gls,Std of Gls,Median of Sh,Mean of Sh,Std of Sh,Median of SoT,Mean of SoT,Std of SoT,Median of Sh/90,Mean of Sh/90,Std of Sh/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of FK,Mean of FK,Std of FK,Median of PK,Mean of PK,Std of PK,Median of PKatt.1,Mean of PKatt.1,Std of PKatt.1,Median of xG_shooting,Mean of xG_shooting,Std of xG_shooting,Median of npxG_shooting,Mean of npxG_shooting,Std of npxG_shooting,Median of G-xG,Mean of G-xG,Std of G-xG,Median of np:G-xG,Mean of np:G-xG,Std of np:G-xG,Median of Pass_Cmp,Mean of Pass_Cmp,Std of Pass_Cmp,Median of Pass_Att,Mean of Pass_Att,Std of Pass_Att,Median of Pass_Cmp%,Mean of Pass_Cmp%,Std of Pass_Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of PrgDist,Mean of PrgDist,Std of PrgDist,Median of Short_Cmp,Mean of Short_Cmp,Std of Short_Cmp,Median of Short_Att,Mean of Short_Att,Std of Short_Att,Median of Short_Cmp%,Mean of Short_Cmp%,Std of Short_Cmp%,Median of Medium_Cmp,Mean of Medium_Cmp,Std of Medium_Cmp,Median of Medium_Att,Mean of Medium_Att,Std of Medium_Att,Median of Medium_Cmp%,Mean of Medium_Cmp%,Std of Medium_Cmp%,Median of Long_Cmp,Mean of Long_Cmp,Std of Long_Cmp,Median of Long_Att,Mean of Long_Att,Std of Long_Att,Median of Ast,Mean of Ast,Std of Ast,Median of xAG.1,Mean of xAG.1,Std of xAG.1,Median of xA,Mean of xA,Std of xA,Median of A-xAG,Mean of A-xAG,Std of A-xAG,Median of KP,Mean of KP,Std of KP,Median of 1/3,Mean of 1/3,Std of 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP.1,Mean of PrgP.1,Std of PrgP.1,Median of Pass_Live,Mean of Pass_Live,Std of Pass_Live,Median of Pass_Dead,Mean of Pass_Dead,Std of Pass_Dead,Median of Pass_FK,Mean of Pass_FK,Std of Pass_FK,Median of Pass_TB,Mean of Pass_TB,Std of Pass_TB,Median of Pass_Sw,Mean of Pass_Sw,Std of Pass_Sw,Median of Pass_Crs,Mean of Pass_Crs,Std of Pass_Crs,Median of Pass_TI,Mean of Pass_TI,Std of Pass_TI,Median of Pass_CK,Mean of Pass_CK,Std of Pass_CK,Median of Pass_Cmp_outcome,Mean of Pass_Cmp_outcome,Std of Pass_Cmp_outcome,Median of Pass_Off,Mean of Pass_Off,Std of Pass_Off,Median of Pass_Blocks,Mean of Pass_Blocks,Std of Pass_Blocks,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Def_3rd,Mean of Def_3rd,Std of Def_3rd,Median of Mid_3rd,Mean of Mid_3rd,Std of Mid_3rd,Median of Att_3rd,Mean of Att_3rd,Std of Att_3rd,Median of Challenges_Tkl,Mean of Challenges_Tkl,Std of Challenges_Tkl,Median of Challenges_Att,Mean of Challenges_Att,Std of Challenges_Att,Median of Challenges_Lost,Mean of Challenges_Lost,Std of Challenges_Lost,Median of Touches,Mean of Touches,Std of Touches,Median of Def_Pen,Mean of Def_Pen,Std of Def_Pen,Median of Def_3rd.1,Mean of Def_3rd.1,Std of Def_3rd.1,Median of Mid_3rd.1,Mean of Mid_3rd.1,Std of Mid_3rd.1,Median of Att_3rd.1,Mean of Att_3rd.1,Std of Att_3rd.1,Median of Att_Pen,Mean of Att_Pen,Std of Att_Pen,Median of Live_Touches,Mean of Live_Touches,Std of Live_Touches,Median of Take_Att,Mean of Take_Att,Std of Take_Att,Median of Take_Succ,Mean of Take_Succ,Std of Take_Succ,Median of Take_Tkld,Mean of Take_Tkld,Std of Take_Tkld,Median of Carries,Mean of Carries,Std of Carries,Median of Carries_TotDist,Mean of Carries_TotDist,Std of Carries_TotDist,Median of Carries_ProDist,Mean of Carries_ProDist,Std of Carries_ProDist,Median of Carries_ProgC,Mean of Carries_ProgC,Std of Carries_ProgC,Median of Carries_1/3,Mean of Carries_1/3,Std of Carries_1/3,Median of Carries_CPA,Mean of Carries_CPA,Std of Carries_CPA,Median of Carries_Mis,Mean of Carries_Mis,Std of Carries_Mis,Median of Carries_Dis,Mean of Carries_Dis,Std of Carries_Dis,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of OG,Mean of OG,Std of OG,Median of Recov,Mean of Recov,Std of Recov,Median of Aerial_Won,Mean of Aerial_Won,Std of Aerial_Won,Median of Aerial_Lost,Mean of Aerial_Lost,Std of Aerial_Lost
all,25.0,25.49898580121704,4.127355078609052,23.0,22.657200811359026,10.136975196396461,16.0,16.941176470588236,11.167178800079329,1419.0,1518.369168356998,949.2410584329765,1.0,2.22920892494929,3.3523136627191548,0.0,0.1947261663286004,0.8425984394403214,1.0,1.7363083164300204,2.473321094819899,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.3408993085853566,1.1,2.436105476673428,3.571390759400564,1.1,2.263894523326572,3.1127254293638162,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040904,30.0,58.65314401622718,71.19981741016905,0.07,0.13833671399594322,0.19253146773460703,0.05,0.0996551724137931,0.1377153994975176,0.15,0.23791075050709942,0.2652064239472545,0.07,0.1299797160243408,0.18093198087000872,0.15,0.22947261663286003,0.25253214751614284,0.08,0.14898580121703855,0.17755849202633966,0.07,0.10456389452332657,0.10638203166524234,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065724,1.0,2.4239350912778903,3.81599052286232,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174574,1.04,1.302758620689655,1.100358818302457,0.29,0.44713995943204865,0.47128493129857657,0.0,0.5740365111561866,1.8126406126240646,0.0,0.1947261663286004,0.8425984394403214,0.0,0.21703853955375255,0.9280814158064703,1.1,2.436105476673428,3.571390759400564,1.1,2.263894523326572,3.1127254293638162,-0.1,-0.012170385395537532,1.3844864752600883,-0.1,-0.03468559837728197,1.3617576490892744,494.0,634.8782961460446,549.8324591414608,627.0,786.393509127789,634.0482042586641,78.7,78.23569979716024,8.287743384888321,7596.0,10789.133874239351,9776.107503555066,2329.0,3816.693711967546,4159.294326470339,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.27079708518215,88.6,88.0314401622718,6.849414353560288,174.0,259.0770791075051,254.61765960616512,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482759,10.292031506536459,32.0,54.15415821501014,63.75713389026946,60.0,104.23326572008114,132.39444464343464,1.0,1.7363083164300204,2.473321094819899,1.0,1.7545638945233266,2.193422461818703,0.9,1.5531440162271803,1.8885231178398492,-0.1,-0.01825557809330629,1.131762151997236,9.0,15.955375253549695,18.480324532551123,29.0,47.29006085192698,50.34925826183157,8.0,13.72210953346856,16.169260269246852,1.0,2.864097363083164,4.382127069019992,44.0,59.33265720081136,57.58096887040904,567.0,713.7565922920893,584.24025572073,38.0,69.70588235294117,87.24104949712672,8.0,18.906693711967545,27.44046430218358,1.0,2.685598377281947,4.541199778003297,2.0,4.073022312373225,5.939630438798456,10.0,26.6105476673428,42.32268667298634,5.0,27.223123732251523,54.77261674876432,0.0,8.32657200811359,23.06302878111027,494.0,634.8782961460446,549.8324591414608,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.268764753202378,21.0,27.11156186612576,23.82707280745741,13.0,15.922920892494929,14.230325956101638,9.0,13.148073022312373,13.150488465793423,7.0,10.123732251521298,9.578245627150032,2.0,3.839756592292089,4.012262902548741,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,10.0,13.089249492900608,12.200399252289618,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.20905171390103,172.0,243.5496957403651,239.4545208294029,23.0,40.2393509127789,47.39004725086924,809.0,959.7342799188641,715.534566484872,17.0,28.69371196754564,32.880565790779,8.0,13.089249492900608,15.44845040656342,7.0,12.551724137931034,14.897886235896998,455.0,549.3833671399594,435.37243318387095,2331.0,2903.2839756592293,2280.486718946523,1150.0,1492.9066937119676,1258.2390486196823,17.0,28.851926977687626,32.30420039482681,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104084,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978083,14.0,16.904665314401623,13.679588324477779,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,10.0,26.6105476673428,42.32268667298634,0.0,0.09939148073022312,0.33169255969182787,62.0,74.18052738336714,55.84223809094559,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878983
Bournemouth,24.5,25.03846153846154,3.5381437984431243,25.5,22.076923076923077,11.85216630636974,13.0,16.03846153846154,12.732574819668704,1317.5,1438.423076923077,1074.136831994022,0.5,1.9230769230769231,3.7301268281180673,0.0,0.07692307692307693,0.39223227027636803,1.0,1.5,1.5033296378372907,3.0,3.0,2.939387691339814,0.0,0.11538461538461539,0.32581259360842113,1.15,2.1884615384615382,3.908588177137819,1.15,2.0961538461538463,3.4864859981627085,1.1,1.573076923076923,1.6006392953586246,22.0,27.03846153846154,26.17705983372582,43.5,50.03846153846154,45.893337877500926,27.5,49.5,59.092639135513316,0.015,0.14423076923076922,0.21711145666542936,0.08,0.10576923076923077,0.12448849189939051,0.15,0.2503846153846154,0.2884091644761764,0.015,0.14230769230769227,0.21394032237626814,0.15,0.2480769230769231,0.28572741178639804,0.06,0.19230769230769232,0.30383295005390965,0.07500000000000001,0.11192307692307693,0.09711927638812928,0.15,0.30423076923076925,0.3730326857198771,0.06,0.18999999999999997,0.30138347665391346,0.15,0.30192307692307696,0.371246756007583,0.5,2.0,4.059556626036888,12.5,20.53846153846154,26.165979086181,3.5,6.653846153846154,9.256099859842948,0.955,1.5611538461538463,1.7293035058614248,0.25,0.5161538461538462,0.6146678903152624,0.0,0.6923076923076923,1.6677944901990958,0.0,0.07692307692307693,0.39223227027636803,0.0,0.11538461538461539,0.5883484054145521,1.15,2.1884615384615382,3.908588177137819,1.15,2.0961538461538463,3.4864859981627085,-0.1,-0.18846153846153843,1.0793801640115213,-0.1,-0.17307692307692304,1.0761255288516083,385.5,455.15384615384613,383.6922404540068,540.5,608.6153846153846,495.15468911628636,74.75,73.93461538461538,6.366973680340909,5953.0,8459.26923076923,8029.195449396869,1703.5,3185.346153846154,3668.223100546723,188.0,190.15384615384616,141.14437780023468,237.5,224.15384615384616,164.9578594205665,85.2,85.91153846153847,6.887979496083124,142.5,201.8846153846154,208.134250314181,172.5,237.92307692307693,230.48347846679562,81.0,81.71153846153847,10.55015931341615,25.5,53.30769230769231,65.07950167649977,56.5,113.38461538461539,141.7643331513472,1.0,1.5,1.5033296378372907,1.1,1.573076923076923,1.6006392953586246,0.95,1.2807692307692309,1.362062915072349,-0.05,-0.07307692307692307,0.9132612735937914,10.5,15.884615384615385,15.794497581314634,25.0,40.88461538461539,44.778858335671686,12.5,13.5,12.014158314255727,2.0,3.3846153846153846,4.214991559440403,43.5,50.03846153846154,45.893337877500926,463.0,537.6538461538462,450.76867169826187,42.5,68.8076923076923,80.64590218021954,6.5,16.076923076923077,23.65235392416252,1.0,1.8076923076923077,3.3943391789181083,2.5,3.5,4.188078318274385,14.0,27.03846153846154,34.54096787205682,4.0,29.46153846153846,56.96752111105469,0.0,9.0,21.6794833886788,385.5,455.15384615384613,383.6922404540068,1.5,2.1538461538461537,2.3612252360553443,16.5,13.76923076923077,10.354931935296117,24.0,26.46153846153846,23.33106216052886,14.5,15.653846153846153,13.422197458515674,7.5,11.5,11.30751962191532,9.5,10.692307692307692,10.310263743548875,3.5,4.269230769230769,4.359428332317826,9.0,12.423076923076923,11.510597124122022,27.0,26.192307692307693,23.113665621478965,13.0,13.76923076923077,12.57396577793241,733.0,790.6923076923077,605.0243478889603,43.0,95.15384615384616,187.0237829384685,138.0,260.6923076923077,309.06319990976203,284.0,323.61538461538464,301.0451231191865,160.5,216.92307692307693,203.42898968965522,14.5,39.53846153846154,51.36164387496239,733.0,790.5769230769231,604.9694321584801,17.5,32.92307692307692,36.521690078004966,10.0,14.461538461538462,15.97054981954164,8.0,15.615384615384615,18.82780268236721,365.5,421.15384615384613,328.9577106325604,2314.5,2536.6923076923076,1977.683246007424,1162.0,1324.1153846153845,1107.103873244894,22.0,27.03846153846154,26.17705983372582,17.5,19.5,20.282504776284412,2.5,9.192307692307692,12.912069487945704,16.0,24.26923076923077,29.055199455254396,9.0,14.73076923076923,20.021104249881308,16.0,19.384615384615383,16.14206163555801,12.5,14.307692307692308,12.514852714336612,1.0,2.1538461538461537,3.390484421935104,14.0,27.03846153846154,34.54096787205682,0.0,0.038461538461538464,0.19611613513818402,72.0,76.96153846153847,66.14739950699847,15.0,22.192307692307693,23.901496573677946,21.0,25.653846153846153,29.3897156266505
Fulham,27.0,27.904761904761905,3.3601303829578093,29.0,27.238095238095237,7.993151830815939,18.0,19.904761904761905,10.084169583583776,1593.0,1773.7142857142858,834.2450564946216,2.0,2.4761904761904763,2.5023798196726177,0.0,0.09523809523809523,0.4364357804719847,1.0,1.8571428571428572,2.242447642325552,3.0,3.9047619047619047,2.6815063286287786,0.0,0.19047619047619047,0.40237390808147827,1.6,2.4666666666666663,2.324076877672796,1.6,2.395238095238095,2.261299668437642,1.1,1.7904761904761906,1.9033929604537163,15.0,31.571428571428573,32.477024846145355,62.0,69.66666666666667,48.12726185160894,48.0,68.61904761904762,63.82904996196966,0.1,0.1766666666666667,0.18666369045246406,0.06,0.11095238095238096,0.17005601318109168,0.17,0.28761904761904766,0.28120997069635995,0.1,0.17238095238095238,0.1876140922720029,0.17,0.28380952380952384,0.2821431585290735,0.11,0.15904761904761905,0.1496631137556867,0.1,0.0976190476190476,0.07892431576547002,0.19,0.25666666666666665,0.20996031371031368,0.11,0.1561904761904762,0.1490126233067585,0.19,0.2533333333333333,0.2081185559562946,2.0,2.5714285714285716,2.5213375135318277,14.0,23.61904761904762,20.759277902846694,7.0,8.238095238095237,7.245031137992175,1.04,1.3776190476190477,1.1005539730604073,0.47,0.5280952380952381,0.5073521365641328,0.0,0.6666666666666666,1.653279569018299,0.0,0.09523809523809523,0.4364357804719847,0.0,0.09523809523809523,0.4364357804719847,1.6,2.4666666666666663,2.324076877672796,1.6,2.395238095238095,2.261299668437642,0.0,0.10476190476190476,0.8297446537798182,0.0,0.08095238095238096,0.8721347645972196,912.0,772.4285714285714,454.4349867064123,1060.0,957.6190476190476,556.9039842010897,79.9,78.8952380952381,7.4622701767274675,16128.0,13751.714285714286,9035.370535527898,3848.0,4771.666666666667,4294.238818851756,306.0,332.57142857142856,191.67043888627464,333.0,373.6666666666667,214.3831461037302,88.8,87.74761904761905,6.6587250316873,325.0,344.8095238095238,243.64597658233944,403.0,395.2857142857143,261.9565122032936,82.8,82.19999999999999,11.034083559589353,66.0,75.14285714285714,62.426985922985025,109.0,135.38095238095238,131.8144438938602,1.0,1.8571428571428572,2.242447642325552,1.1,1.7904761904761906,1.9033929604537163,1.0,1.5952380952380953,1.6414859702343454,0.0,0.06666666666666665,1.32828209855186,13.0,18.0,20.579115627256677,47.0,52.80952380952381,32.739302142255646,10.0,16.761904761904763,18.433406527022512,2.0,4.476190476190476,6.120613103432103,62.0,69.66666666666667,48.12726185160894,1029.0,872.0,485.19830997232464,38.0,83.23809523809524,104.28801693478728,17.0,22.0,23.40512764331782,2.0,2.761904761904762,3.4191338362919033,3.0,5.619047619047619,5.661061653755331,19.0,34.80952380952381,53.567358575553314,2.0,32.285714285714285,82.14873270911906,0.0,10.095238095238095,32.7504271146267,912.0,772.4285714285714,454.4349867064123,2.0,2.380952380952381,1.9615348703551125,13.0,19.857142857142858,17.576363999091832,24.0,32.095238095238095,33.92035489481907,14.0,18.142857142857142,17.788439263425317,9.0,16.047619047619047,20.13324660971546,8.0,12.238095238095237,12.739327933234005,2.0,3.8095238095238093,3.4295633485773025,11.0,16.428571428571427,22.874814597218986,21.0,32.142857142857146,35.49124640567828,12.0,15.714285714285714,14.443485926682856,1258.0,1150.142857142857,624.9323391947552,34.0,132.71428571428572,273.749729288842,214.0,408.0952380952381,423.59130122818914,519.0,490.14285714285717,292.5693568565043,220.0,262.6666666666667,228.45138067723147,31.0,39.95238095238095,31.03139731058882,1258.0,1150.047619047619,624.9032306037852,20.0,25.38095238095238,22.659382583107135,9.0,12.523809523809524,11.227729278972875,9.0,10.666666666666666,10.243697249203205,794.0,657.047619047619,344.6281294657295,3780.0,3435.4761904761904,2007.6501841468205,1855.0,1739.5714285714287,1132.6768105434387,15.0,31.571428571428573,32.477024846145355,13.0,23.952380952380953,24.090405124190404,4.0,7.142857142857143,8.374280352876385,25.0,24.61904761904762,17.25826234148789,10.0,15.285714285714286,11.807382678404462,16.0,17.761904761904763,11.458205626993966,11.0,17.0,14.359665734271115,2.0,2.4285714285714284,2.9592470084707116,19.0,34.80952380952381,53.567358575553314,0.0,0.19047619047619047,0.511766315719159,72.0,86.85714285714286,57.5467511804843,13.0,22.80952380952381,19.3148105028733,19.0,23.666666666666668,23.789353360975017
Luton Town,26.0,26.32,3.0512292604784714,23.0,22.84,9.163696488499243,16.0,16.72,10.159232254457025,1304.0,1500.84,865.696188047516,1.0,1.76,2.4027761721253467,0.0,0.2,0.9999999999999999,0.0,1.32,1.99415813481947,3.0,2.8,2.0207259421636903,0.0,0.0,0.0,1.0,1.7479999999999998,2.5046822819138828,1.0,1.5919999999999999,1.9351830232133944,0.7,1.204,1.4524347374896631,15.0,27.0,31.266329067118406,37.0,44.44,36.32272016245479,21.0,43.72,49.705398767806564,0.07,0.12719999999999998,0.16930052175544727,0.0,0.0784,0.09843271813782245,0.18,0.2052,0.2131533094590214,0.07,0.12079999999999998,0.16345029825607538,0.18,0.19880000000000003,0.2071899289701762,0.06,0.10759999999999997,0.11497391008398383,0.06,0.0712,0.0611228271597445,0.14,0.18040000000000003,0.14641493548587636,0.06,0.10239999999999999,0.10564405646635625,0.14,0.17520000000000002,0.13853760019094696,1.0,1.96,2.9223278392404914,11.0,17.08,17.86271722517788,3.0,5.36,6.473535870501273,0.8,1.1004,0.8635174192414032,0.25,0.3492,0.3192950568570289,0.0,0.44,1.2935738607954836,0.0,0.2,0.9999999999999999,0.0,0.2,0.9999999999999999,1.0,1.7479999999999998,2.5046822819138828,1.0,1.5919999999999999,1.9351830232133944,-0.1,0.21199999999999997,1.0129659421717987,-0.1,0.16799999999999998,1.063296760081587,369.0,440.32,315.30788128430913,513.0,602.0,437.3163424036808,72.4,72.652,7.819639804151254,6404.0,8021.96,6908.2535569177435,1636.0,3236.36,4474.242504603432,180.0,198.32,137.72034466023288,203.0,230.92,156.0226799752737,86.9,85.028,6.347868408633983,136.0,176.92,133.46282878264893,189.0,216.4,152.78034341280076,77.5,77.956,9.996752806119927,32.0,51.24,76.6780498795668,57.0,114.56,193.20823826465926,0.0,1.32,1.99415813481947,0.7,1.204,1.4524347374896631,0.6,1.1,1.2446552400832396,-0.1,0.11599999999999996,0.998615708535237,8.0,12.6,15.318833724101408,27.0,33.32,30.414799029419875,6.0,10.0,9.991663191547907,1.0,3.6,5.590169943749474,37.0,44.44,36.32272016245479,475.0,524.64,343.0348475981218,28.0,74.72,131.26992547165298,6.0,19.84,36.713621450355454,0.0,0.88,1.5362291495737217,2.0,4.44,5.613079962611139,13.0,33.64,68.00237740942103,7.0,28.08,56.52279776043173,0.0,8.12,30.08504611929322,369.0,440.32,315.30788128430913,2.0,2.64,2.99833287011299,10.0,16.52,15.719202693945178,21.0,26.12,17.893946834986778,13.0,14.72,10.354226190305097,11.0,13.16,9.454628496138808,7.0,9.44,7.089193654194154,2.0,3.52,3.820122162095518,11.0,11.96,8.65775182519496,22.0,24.6,17.684739183827393,11.0,12.64,10.692209001573685,694.0,784.12,501.9604333676776,51.0,104.72,219.4032664600355,160.0,279.84,320.1628075422461,320.0,315.48,230.77047038128603,119.0,198.48,191.27012312433953,20.0,31.2,33.31666249791536,694.0,783.92,501.84234908318894,16.0,30.84,33.11681345379313,7.0,14.16,17.437220726556934,7.0,13.24,13.890284374338776,385.0,401.88,262.53703230845997,2122.0,2395.08,1816.2221991448807,1099.0,1191.04,990.7298858249238,15.0,27.0,31.266329067118406,9.0,19.2,19.295940851208403,2.0,6.76,10.393427410307599,18.0,23.16,19.141316569139125,10.0,15.36,15.821609694760307,18.0,17.68,11.264694107401821,12.0,17.92,16.252999723128035,1.0,2.68,4.059146051408679,13.0,33.64,68.00237740942103,0.0,0.16,0.4725815626252608,64.0,74.6,49.607627101753884,17.0,25.4,27.605856866493628,16.0,25.2,33.11721606657178
Brighton,23.5,24.785714285714285,5.69832426866877,20.0,20.928571428571427,8.751417118804337,15.0,14.892857142857142,8.603785926854078,1344.5,1338.107142857143,768.792913371861,0.0,1.6071428571428572,2.0428608428574924,0.0,0.17857142857142858,0.7723735149271023,1.0,1.2857142857142858,2.0522281090659025,3.0,3.142857142857143,2.2062921084309908,0.0,0.10714285714285714,0.314970394174356,1.0,2.0678571428571426,2.6277794556858964,1.0,1.8964285714285711,2.0772991979182867,0.9,1.5000000000000002,1.690934433755271,21.0,30.821428571428573,31.55014065993012,43.0,63.5,67.58122684756634,41.0,63.035714285714285,74.22113213247594,0.0,0.11607142857142858,0.15516632141540027,0.04,0.09107142857142858,0.11464403154222189,0.21500000000000002,0.20642857142857143,0.18985792515992517,0.0,0.10857142857142857,0.14648256844124102,0.21500000000000002,0.19928571428571432,0.1805737475572745,0.07500000000000001,0.14035714285714287,0.1536345385275441,0.1,0.1082142857142857,0.08585317231044637,0.22999999999999998,0.24785714285714286,0.20069060659811552,0.07500000000000001,0.13285714285714284,0.13954574831579739,0.22999999999999998,0.24071428571428571,0.18785196242882263,0.0,1.7857142857142858,2.4245219896521624,14.0,19.75,18.040335465387102,5.5,7.071428571428571,7.023392508470699,1.18,1.4442857142857142,1.2524359333697541,0.405,0.5157142857142858,0.4990763956322205,0.0,0.39285714285714285,1.0659471779799348,0.0,0.17857142857142858,0.7723735149271023,0.0,0.21428571428571427,0.9567360740266436,1.0,2.0678571428571426,2.6277794556858964,1.0,1.8964285714285711,2.0772991979182867,-0.3,-0.28214285714285714,1.056568019029527,-0.3,-0.28928571428571426,1.072670356223986,500.5,778.0,777.748412144051,617.5,892.6071428571429,852.6782789273439,84.1,84.21428571428571,5.398471270970336,6916.0,12168.214285714286,13049.34333059669,1599.5,4059.0714285714284,5040.550652815412,304.0,412.82142857142856,380.9646677086053,328.0,444.7857142857143,395.85831333041904,91.6,91.575,4.348232931850549,167.0,294.67857142857144,342.53478369696705,192.5,325.39285714285717,363.4075703247143,86.5,86.2857142857143,7.647546897206549,18.5,46.285714285714285,59.362575280351045,28.5,77.28571428571429,99.3854662386352,1.0,1.2857142857142858,2.0522281090659025,0.9,1.5000000000000002,1.690934433755271,0.9,1.557142857142857,1.90679653237387,-0.25,-0.21428571428571425,0.900910767856735,9.5,15.285714285714286,19.738770164806308,23.0,53.0,66.59273678557288,7.5,13.714285714285714,16.604009205403425,1.0,2.892857142857143,5.672149541688797,43.0,63.5,67.58122684756634,561.5,832.1071428571429,795.1958221109096,35.0,57.5,68.48654909839894,6.0,18.25,30.390818545275344,1.5,2.2142857142857144,2.2829017087120094,1.0,2.7142857142857144,4.267509837322019,7.0,23.964285714285715,46.40839814073976,6.5,19.285714285714285,26.42930071923842,0.0,7.357142857142857,25.101592520992504,500.5,778.0,777.748412144051,2.0,3.0,2.638742686008426,9.5,11.678571428571429,9.269837872362935,19.5,22.964285714285715,17.41536601811669,13.5,13.071428571428571,11.214833336812758,9.0,10.392857142857142,8.995222129776517,7.0,9.0,6.688851974796627,3.0,3.5714285714285716,3.686095710545453,9.0,10.928571428571429,9.77876979094705,18.0,23.392857142857142,18.04180184340283,9.5,12.464285714285714,9.674258102886744,719.0,1037.6785714285713,910.4646780046878,25.5,114.07142857142857,203.52521521303748,132.5,337.0357142857143,422.0280385755375,285.0,466.75,474.6026505677417,151.0,240.75,228.86444718475866,20.5,38.5,46.837386143344304,719.0,1037.4642857142858,910.3314204033303,17.0,25.5,31.344560636280764,6.0,10.571428571428571,12.939828184298023,6.0,11.5,15.358674711344364,466.5,678.0357142857143,618.1753006882047,2217.0,3313.8928571428573,2943.7495532975768,1026.5,1744.0714285714287,1669.2322459757636,21.0,30.821428571428573,31.55014065993012,16.5,20.785714285714285,18.29866852646033,2.5,9.571428571428571,17.510692122938448,15.0,20.464285714285715,18.7764275836548,6.5,12.178571428571429,13.989555817025499,12.0,14.678571428571429,9.90717499603779,12.5,16.214285714285715,14.446214787726287,1.5,2.9642857142857144,4.059576176173903,7.0,23.964285714285715,46.40839814073976,0.0,0.07142857142857142,0.26226526415648105,43.5,62.392857142857146,45.848655447561455,7.5,14.464285714285714,17.04565143384766,11.5,12.214285714285714,8.808065087294176
